"id","title","description","category_id","code","barcode","author_id","last_version_update","version","thumbnail","video_script","created_at","updated_at","billing","payment","show_price","deleted_at","slug"
"12","{""en"":""Benefit""}","{""en"":""<p>about Benefit<\/p>""}","13","111","22111","3","2023-11-23 14:02:10","1.0","uploads/product/1704446448/A01 copy.png",,"23/11/2023 14:02:10","29/12/2024 20:33:53",,,"1",,"benefit"
"13","{""en"":""Dinarak""}","{""en"":""<p>Dinarak stands as a paradigm of innovation in digital financial services in Jordan, operating as a fully licensed mobile payment service provider under the vigilant supervision of the Central Bank of Jordan. Integrated with the Jordan Mobile Payment (JoMoPay) National Switch, Dinarak offers a mobile wallet account that is not only safe and secure but also remarkably fast and convenient for daily transactions.<\/p><p>Designed to cater to a diverse clientele, the Dinarak mobile wallet supports both English and Arabic languages, ensuring ease of use for all customers. Moreover, the service aligns with Islamic regulations, making it a trusted choice in the region for those seeking Sharia-compliant financial solutions.<\/p><p>With a robust network of over 600 active authorized agents spread across Jordan, Dinarak is committed to accessibility and convenience, serving approximately 350,000 customers in various governorates. This widespread presence underscores Dinarak\u2019s commitment to providing reliable and secure mobile payment solutions to its growing customer base.<\/p>""}","13","112","22112","3","2023-11-23 14:02:47","1.0","uploads/product/1704446763/A02 copy.png",,"23/11/2023 14:02:47","29/12/2024 20:33:53",,,"1",,"dinarak"
"14","{""en"":""Fastpay""}","{""en"":""<p>Welcome to FastPay, Iraq's premier mobile wallet service, renowned for its speed, convenience, and unparalleled security. FastPay transforms the way millions of customers interact with financial transactions, offering an extensive range of services. From effortless shopping experiences, instant mobile and internet recharges, to secure money transfers and convenient bill payments, FastPay has it all.<\/p><p>Dive into the world of lightning-fast payments with FastPay. Whether you're browsing through various e-commerce websites and apps, or shopping at retail stores, FastPay is your trusted partner. It simplifies mobile recharges for all operators in Iraq and provides easy access to online cards for popular platforms like iTunes, Google Play, PlayStation, and Xbox.<\/p><p>Our mission at FastPay is to revolutionize the digital payments ecosystem, bringing thousands of merchants from both the organized and unorganized sectors into the fold of digital transactions. With FastPay, experience the joy of cashless transactions, whether you\u2019re dining out, traveling, or indulging in retail therapy.<\/p>""}","13","113","22113","3","2023-11-23 14:03:16","1.0","uploads/product/1704447122/A03 copy.png",,"23/11/2023 14:03:16","29/12/2024 20:33:53",,,"1",,"fastpay"
"15","{""en"":""Bank Mellat""}","{""en"":""<p>Bank Mellat, a cornerstone in the banking sector of the Islamic Republic of Iran, was established on 22nd July 1980, marking a significant milestone in the industry through the merger of 10 private banks. This transformative genesis was set forth by the enactment approval dated 20th December 1980 and article 17 of the Banks Affairs Administration Law. With a forward-thinking approach, Bank Mellat evolved into a public joint stock company, a pivotal change ratified by the Board of Ministers in July 2007 and the Extraordinary General Assembly of banks in April 2008.<\/p><p>Entering the Tehran Stock Exchange as the 448th listed company on 11th February 2009, Bank Mellat demonstrated its robust financial stature by offering 5% of its equities on 19th February 2009. Today, the bank boasts a capital of IRR 353.000.000 bn, underscoring its position as one of the largest commercial banks in Iran. Furthermore, its acclaim extends globally, with a prestigious ranking among the top 1000 banks worldwide by the Bankers.<\/p>""}","43","114","21114","3","2023-11-23 14:03:41","1.0","uploads/product/1704460393/A16 copy.png",,"23/11/2023 14:03:41","29/12/2024 20:33:53",,,"1",,"bank-mellat"
"16","{""en"":""Nass""}","{""en"":""<p>NassWallet stands at the forefront of digital banking innovation in Iraq, embodying a powerful, customer-centric banking solution that thrives on your mobile device. Crafted to cater to the unique financial landscape of Iraq, NassWallet is a beacon of financial inclusion, offering unprecedented access to banking services for the country's largely unbanked, yet digitally savvy population. This platform marks a significant stride towards transforming Iraq into a cashless society, resonating with the needs and lifestyles of its people.<\/p><p>NassWallet is more than just a digital bank; it's a new money experience accessible to everyone, everywhere in Iraq. It leaps light years beyond traditional banking paradigms, offering a sophisticated financial reality where instant access, speed, and foundational trust and security are not just features, but core principles. With NassWallet, all things cashless revolve around the consumer, ensuring that every transaction is not only secure and fast but also aligned with the user's needs.<\/p>""}","13","115","22115","3","2023-11-23 14:04:01","1.0","uploads/product/1704451571/A04 copy.png",,"23/11/2023 14:04:01","29/12/2024 20:33:53",,,"1",,"nass"
"17","{""en"":""Paypal""}","{""en"":""<p>PayPal revolutionizes the way payments are made online, offering a safer and more convenient solution for individuals and businesses worldwide. Known for its user-friendly interface, PayPal provides a multitude of payment options, including credit cards, bank accounts, PayPal Smart Connect, or account balances, ensuring that users can transact in the manner they find most comfortable. What sets PayPal apart is its commitment to security, allowing users to make payments without exposing sensitive financial information.<\/p><p>With a global footprint encompassing over 325 million accounts across 202 countries, PayPal is a titan in the world of online payment solutions. Its ability to handle transactions in 25 different currencies makes it an indispensable tool for global e-commerce, breaking down barriers across locations, currencies, and languages.<\/p>""}","13","116","22116","3","2023-11-23 14:04:25","1.0","uploads/product/1704451734/A05.png",,"23/11/2023 14:04:25","29/12/2024 20:33:53",,,"1",,"paypal"
"18","{""en"":""QiCard""}","{""en"":""<p>QiCard, established in 2007, stands as a testament to innovative financial solutions in Iraq, born from a joint venture between the Iraqi Electronic Payment Systems and Rafidain Bank, the country's largest banking institution. With over 14 years of expertise, QiCard specializes in issuing advanced biometric identification cards and providing a range of electronic financial services tailored to the Iraqi market.<\/p><p>This dynamic company has been pivotal in introducing state-of-the-art technology solutions to Iraq, developing unique infrastructure capable of addressing the specific needs and challenges of the local market. QiCard's solutions are not only scalable but also reliable, ensuring a seamless financial experience for its users.<\/p><p>With a robust team of over 900 trained and qualified professionals, QiCard excels in offering unparalleled direct and network support, exceptional customer service, and efficient management of diverse services nationwide. The company prides itself on its diverse leadership, run by a skilled mix of Iraqi and foreign experts in financial, banking, and technical management sectors.<\/p><p><br>&nbsp;<\/p>""}","13","117","22117","3","2023-11-23 14:04:51","1.0","uploads/product/1704451989/A06 copy.png",,"23/11/2023 14:04:51","29/12/2024 20:33:53",,,"1",,"qicard"
"19","{""en"":""Stripe""}","{""en"":""<p>Stripe stands at the forefront of payment service providers, offering a robust solution tailored to meet the needs of modern businesses, especially those with a strong online presence. Stripe Payments, the company's flagship service, is specifically designed for businesses that conduct the majority of their sales online, providing unique features that enhance the e-commerce experience.<\/p><p>With Stripe, businesses can effortlessly accept a wide range of payment options, including major credit cards like Visa, Mastercard, American Express, Discover, JCB, Diners Club, and China UnionPay. Furthermore, Stripe caters to the evolving market trends by supporting payments through popular mobile wallets and versatile buy now, pay later services. Its global approach is evident in its multilingual and multicurrency support, making it an ideal partner for businesses targeting international markets.<\/p><p>For those seeking solutions beyond the digital realm, Stripe offers Stripe Terminal, an efficient point-of-sale system for in-person transactions. Complementing its payment processing capabilities are additional services such as billing, invoicing, and sales tax automation, which streamline various financial operations for businesses.<\/p>""}","13","118","22118","3","2023-11-23 14:05:21","1.0","uploads/product/1704454581/A07 copy.png",,"23/11/2023 14:05:21","29/12/2024 20:33:53",,,"1",,"stripe"
"20","{""en"":""Switch""}","{""en"":""<p>At Switch, we specialize in transforming the payment operations of some of the world's largest online businesses. Our expertise lies in establishing vital connections with financial institutions across diverse geographies, a key factor in our clients' successful scaling. We take pride in our ability to roll out innovative products and develop sophisticated enterprise-level financial applications, catering to the complex needs of modern businesses.<\/p><p>Our journey began with a groundbreaking promise encapsulated in our first product launch: one single integration for access to the entire payments value chain. This commitment has been the cornerstone of our operations ever since, attracting our first clients and setting the foundation for our continuous growth. Initially focusing on merchants, our services have since expanded to include acquirers and providers, helping them manage their payment services effectively.<\/p><p>Starting with a small team of three, Switch has grown into a formidable force in the payment solutions sector. Yet, our core philosophy remains unchanged \u2013 we are dedicated to fostering an environment where our staff can reach their full potential. Our growth is not just in numbers but in the expertise and innovation we bring to the payment operations landscape.<\/p>""}","13","119","22119","3","2023-11-23 14:05:46","1.0","uploads/product/1704455324/A08 copy.png",,"23/11/2023 14:05:46","29/12/2024 20:33:53",,,"1",,"switch"
"21","{""en"":""Tasdid""}","{""en"":""<p>As the largest payment platform in Iraq, our service stands at the forefront of digital financial solutions, revolutionizing the way billing and payments are processed in the region. Operating primarily through Qi Card centers, our platform offers a seamless and user-friendly experience for handling a variety of financial transactions with unmatched ease and efficiency.<\/p><p>Renowned for its reliability and security, our platform ensures that every transaction is processed with the utmost precision and safety, giving users peace of mind. Whether it\u2019s for personal or business needs, our comprehensive payment solutions cater to a broad spectrum of requirements, making us the go-to choice for digital payments in Iraq.<\/p><p>We are committed to enhancing the digital payment infrastructure in Iraq, offering an efficient transaction system that simplifies financial processes. Our platform is not just a service but a catalyst for financial empowerment and convenience. Optimized with keywords such as 'leading payment platform in Iraq', 'Qi Card billing services', 'secure payment processing', 'digital financial solutions', and 'efficient transaction system', this description aims to position our platform as a leader in providing advanced and trustworthy payment services, ideal for those who value reliability and efficiency in their financial dealings.<\/p>""}","13","120","22120","3","2023-11-23 14:06:08","1.0","uploads/product/1704455724/A09 copy.png",,"23/11/2023 14:06:08","29/12/2024 20:33:53",,,"1",,"tasdid"
"23","{""en"":""Vapulus HS""}","{""en"":""<p>Vapulus, established in 2016 by Abdelrahman Elsharawy and Islam Mousa, emerges as a game-changing digital payment platform, specifically crafted to meet the needs of e-commerce businesses. This innovative platform stands out by allowing businesses to receive online payments without incurring transaction fees, a significant cost-saving feature. Furthermore, Vapulus boasts a no-fee structure that extends to monthly, subscription, cross-border, and any hidden costs, making it a financially attractive option for merchants.<\/p><p>Supporting an impressive array of 135 currencies worldwide, Vapulus facilitates global business operations. Merchants can bill their international customers in their local currency, with payments seamlessly converted into the merchant's preferred currency. This feature not only simplifies transactions but also expands the global reach of businesses.<\/p><p>Vapulus extends beyond just payment processing. It also functions as an efficient marketing management tool, catering to e-commerce companies and online entrepreneurs. This tool provides valuable insights into product performance on websites, from transaction data to order volumes. It enables users to monitor traffic sources effectively, offering a comprehensive view of their online business activities.<\/p><p>While Vapulus has garnered attention for its innovative solutions, it's important for potential users to consider all aspects of the service, including customer reviews and licensing, to make a well-informed decision.<\/p>""}","13","122","22122","3","2023-11-23 14:07:02","1.0","uploads/product/1704457421/A11 copy.png",,"23/11/2023 14:07:02","29/12/2024 20:33:53",,,"1",,"vapulus-hs"
"24","{""en"":""Yek Pay""}","{""en"":""<p>The OnePay platform, established in 2014 by a visionary team of managers experienced in import\/export and distinguished graduates from top universities, has been a pivotal force in bridging the gap between international payment networks and the Iranian banking system. In 2016, this innovative group launched the first version of the One Pi platform, which quickly became a favored solution for individuals, freelancers, and businesses engaged in retail exports and providing services to international clients.<\/p><p>Following its success, the official formation of the Ikpi solution company led to the enhanced second version of the Ikpi platform, expanding its features to meet the growing demands of the global market. OnePay has been instrumental in facilitating international transactions for Iranian entities, thriving even under the most challenging economic conditions.<\/p><p>Recognized for its significant contribution to the country's economic development, OnePay was acknowledged by the Vice President of Science and Technology of the Islamic Republic of Iran in 2018 as a knowledge-based company. Further solidifying its credibility, it received ISO 9001 and ISO 27001 certifications with support from the Presidential Innovation and Prosperity Fund.<\/p><p>OnePay takes pride in earning the trust of numerous private businesses, creative and knowledge-based companies, as well as organizations in sectors like tourism and higher education. The platform consistently strives to enhance the knowledge-based economy, leveraging virtual technologies to improve business conditions and create opportunities in content and service sectors.<\/p><p><br>&nbsp;<\/p>""}","13","123","22123","3","2023-11-23 14:07:27","1.0","uploads/product/1704458120/A12 copy.png",,"23/11/2023 14:07:27","29/12/2024 20:33:53",,,"1",,"yek-pay"
